Sentence #;Word;POS;Tag
 ;nutrir;VERB;O
 ;el;DET;O
 ;crecimiento;NOUN;O
 ;y;CCONJ;O
 ;la;DET;O
 ;expansión;NOUN;O
 ;de;ADP;O
 ;los;DET;O
 ;negocios;NOUN;O
 ;relacionados;ADJ;O
 ;con;ADP;O
 ;la;DET;O
 ;informática;NOUN;O
 ;en;ADP;O
 ;toda;DET;O
 ;Latinoamérica;PROPN;B-LOC
 ;,;PUNCT;O
 ;proveyendo;VERB;O
 ;una;DET;O
 ;fuente;NOUN;O
 ;seria;ADJ;O
 ;y;CCONJ;O
 ;confiable;ADJ;O
 ;,;PUNCT;O
 ;ya;ADV;O
 ;sea;AUX;O
 ;dentro;ADV;O
 ;de;ADP;O
 ;la;DET;O
 ;región;NOUN;O
 ;como;SCONJ;O
 ;a;ADP;O
 ;nivel;NOUN;O
 ;global;ADJ;O
 ;,;PUNCT;O
 ;indicó;VERB;O
 ;su;DET;O
 ;presidente;NOUN;O
 ;,;PUNCT;O
 ;Daniel;PROPN;B-PER
 ;Sawicki;PROPN;I-PER
 ;.;PUNCT;O
Sentence: 178;El;DET;O
 ;sitio;NOUN;O
 ;,;PUNCT;O
 ;cuyo;PRON;O
 ;equipo;NOUN;O
 ;editorial;ADJ;O
 ;está;AUX;O
 ;encabezado;ADJ;O
 ;por;ADP;O
 ;el;DET;O
 ;periodista;NOUN;O
 ;argentino;ADJ;O
 ;Isaías;PROPN;B-PER
 ;Abrutzky;PROPN;I-PER
 ;,;PUNCT;O
 ;ex;ADJ;O
 ;editor;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;sección;NOUN;O
 ;tecnológica;ADJ;O
 ;del;ADP;O
 ;diario;NOUN;B-ORG
 ;Clarín;PROPN;I-ORG
 ;de;ADP;O
 ;Argentina;PROPN;B-LOC
 ;,;PUNCT;O
 ;ofrece;VERB;O
 ;a;ADP;O
 ;sus;DET;O
 ;usuarios;NOUN;O
 ;los;DET;O
 ;últimos;ADJ;O
 ;acontecimientos;NOUN;O
 ;,;PUNCT;O
 ;desarrollos;NOUN;O
 ;,;PUNCT;O
 ;tendencias;NOUN;O
 ;y;CCONJ;O
 ;servicios;NOUN;O
 ;relacionados;ADJ;O
 ;con;ADP;O
 ;la;DET;O
 ;nueva;ADJ;O
 ;economía;NOUN;O
 ;para;ADP;O
 ;el;DET;O
 ;público;NOUN;O
 ;de;ADP;O
 ;habla;NOUN;O
 ;hispana;ADJ;O
 ;.;PUNCT;O
Sentence: 179;MundoIT;NUM;B-MISC
 ;está;AUX;O
 ;llamado;ADJ;O
 ;a;ADP;O
 ;ser;AUX;O
 ;la;DET;O
 ;fuente;NOUN;O
 ;de;ADP;O
 ;información;NOUN;O
 ;principal;ADJ;O
 ;para;ADP;O
 ;los;DET;O
 ;servicios;NOUN;O
 ;de;ADP;O
 ;noticias;NOUN;O
 ;en;ADP;O
 ;español;NOUN;O
 ;,;PUNCT;O
 ;expertos;NOUN;O
 ;en;ADP;O
 ;leyes;NOUN;O
 ;,;PUNCT;O
 ;economistas;NOUN;O
 ;,;PUNCT;O
 ;agencias;NOUN;O
 ;gubernamentales;ADJ;O
 ;y;CCONJ;O
 ;el;DET;O
 ;público;NOUN;O
 ;general;ADJ;O
 ;en;ADP;O
 ;Latinoamérica;PROPN;B-LOC
 ;y;CCONJ;O
 ;Estados;PROPN;B-LOC
 ;Unidos;PROPN;I-LOC
 ;,;PUNCT;O
 ;señaló;VERB;O
 ;Sawicki;PROPN;B-PER
 ;.;PUNCT;O
Sentence: 180;El;DET;O
 ;contenido;NOUN;O
 ;informativo;ADJ;O
 ;del;ADP;O
 ;sitio;NOUN;O
 ;está;AUX;O
 ;elaborado;ADJ;O
 ;por;ADP;O
 ;su;DET;O
 ;equipo;NOUN;O
 ;editorial;ADJ;O
 ;y;CCONJ;O
 ;corresponsales;NOUN;O
 ;en;ADP;O
 ;Argentina;PROPN;B-LOC
 ;,;PUNCT;O
 ;Brasil;PROPN;B-LOC
 ;,;PUNCT;O
 ;Colombia;PROPN;B-LOC
 ;,;PUNCT;O
 ;España;PROPN;B-LOC
 ;y;CCONJ;O
 ;otros;DET;O
 ;países;NOUN;O
 ;.;PUNCT;O
Sentence: 181;La;DET;O
 ;publicación;NOUN;O
 ;online;PROPN;O
 ;también;ADV;O
 ;ha;AUX;O
 ;suscrito;VERB;O
 ;acuerdos;NOUN;O
 ;con;ADP;O
 ;laboratorios;NOUN;O
 ;de;ADP;O
 ;investigación;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;principales;ADJ;O
 ;universidades;NOUN;O
 ;,;PUNCT;O
 ;entre;ADP;O
 ;ellas;PRON;O
 ;MIT;PROPN;B-ORG
 ;,;PUNCT;O
 ;Cornell;PROPN;B-ORG
 ;,;PUNCT;O
 ;Virginia;PROPN;B-ORG
 ;Tech;PROPN;I-ORG
 ;,;PUNCT;O
 ;Brown;PROPN;B-ORG
 ;,;PUNCT;O
 ;Stanford;PROPN;B-ORG
 ;,;PUNCT;O
 ;Texas;PROPN;B-ORG
 ;Tech;PROPN;I-ORG
 ;,;PUNCT;O
 ;Florida;PROPN;B-ORG
 ;State;PROPN;I-ORG
 ;y;CCONJ;O
 ;la;DET;O
 ;Universidad;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;California;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 182;El;DET;O
 ;sitio;NOUN;O
 ;también;ADV;O
 ;espera;VERB;O
 ;suscribir;VERB;O
 ;acuerdos;NOUN;O
 ;similares;ADJ;O
 ;con;ADP;O
 ;universidades;NOUN;O
 ;latinoamericanas;ADJ;O
 ;.;PUNCT;O
Sentence: 183;La;DET;O
 ;secciones;NOUN;O
 ;del;ADP;O
 ;MundoIT.com;PROPN;B-MISC
 ;incluyen;VERB;O
 ;software;NOUN;O
 ;,;PUNCT;O
 ;hardware;ADV;O
 ;,;PUNCT;O
 ;Internet;PROPN;B-MISC
 ;,;PUNCT;O
 ;negocios;NOUN;O
 ;,;PUNCT;O
 ;sociedad;NOUN;O
 ;,;PUNCT;O
 ;legislación;NOUN;O
 ;,;PUNCT;O
 ;entrevistas;NOUN;O
 ;,;PUNCT;O
 ;editoriales;NOUN;O
 ;,;PUNCT;O
 ;personajes;NOUN;O
 ;,;PUNCT;O
 ;columna;NOUN;O
 ;del;ADP;O
 ;lector;NOUN;O
 ;y;CCONJ;O
 ;humor;NOUN;O
 ;.;PUNCT;O
Sentence: 184;El;DET;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;The;PROPN;I-ORG
 ;Web;PROPN;I-ORG
 ;Hatchery;PROPN;I-ORG
 ;,;PUNCT;O
 ;con;ADP;O
 ;sede;NOUN;O
 ;en;ADP;O
 ;Florida;PROPN;B-LOC
 ;,;PUNCT;O
 ;indicó;VERB;O
 ;que;SCONJ;O
 ;la;DET;O
 ;empresa;NOUN;O
 ;también;ADV;O
 ;planea;VERB;O
 ;lanzar;VERB;O
 ;un;DET;O
 ;servicio;NOUN;O
 ;de;ADP;O
 ;noticias;NOUN;O
 ;en;ADP;O
 ;portugués;NOUN;O
 ;.;PUNCT;O
Sentence: 185;Córdoba;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 186;-;PUNCT;O
 ;La;DET;O
 ;celebración;NOUN;O
 ;en;ADP;O
 ;Córdoba;PROPN;B-LOC
 ;de;ADP;O
 ;la;DET;O
 ;IX;PROPN;B-MISC
 ;Asamblea;PROPN;I-MISC
 ;General;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;la;DET;I-MISC
 ;Alianza;PROPN;I-MISC
 ;Mediterránea;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Agencias;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Noticias;PROPN;I-MISC
 ;(;PUNCT;O
 ;AMAN;PROPN;B-MISC
 ;);PUNCT;O
 ;a;ADP;O
 ;mediados;NOUN;O
 ;de;ADP;O
 ;junio;NOUN;O
 ;próximo;ADJ;O
 ;convertirá;VERB;O
 ;a;ADP;O
 ;la;DET;O
 ;ciudad;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;centro;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;información;NOUN;O
 ;mediterránea;ADJ;O
 ;,;PUNCT;O
 ;según;ADP;O
 ;el;DET;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Diputación;PROPN;B-ORG
 ;cordobesa;PROPN;O
 ;,;PUNCT;O
 ;Matías;PROPN;B-PER
 ;González;PROPN;I-PER
 ;(;PUNCT;O
 ;PSOE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 187;González;PROPN;B-PER
 ;,;PUNCT;O
 ;que;PRON;O
 ;se;PRON;O
 ;reunió;VERB;O
 ;hoy;ADV;O
 ;con;ADP;O
 ;una;DET;O
 ;representación;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Agencia;PROPN;B-ORG
 ;Efe;PROPN;I-ORG
 ;que;SCONJ;O
 ;prepara;VERB;O
 ;la;DET;O
 ;celebración;NOUN;O
 ;en;ADP;O
 ;Córdoba;PROPN;B-LOC
 ;de;ADP;O
 ;la;DET;O
 ;asamblea;NOUN;O
 ;,;PUNCT;O
 ;expresó;VERB;O
 ;su;DET;O
 ;satisfacción;NOUN;O
 ;por;ADP;O
 ;que;SCONJ;O
 ;esta;DET;O
 ;ciudad;NOUN;O
 ;sea;AUX;O
 ;el;DET;O
 ;lugar;NOUN;O
 ;elegido;ADJ;O
 ;para;ADP;O
 ;la;DET;O
 ;celebración;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;evento;NOUN;O
 ;tan;ADV;O
 ;importante;ADJ;O
 ;para;ADP;O
 ;el;DET;O
 ;mundo;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;comunicación;NOUN;O
 ;,;PUNCT;O
 ;de;ADP;O
 ;relieve;NOUN;O
 ;internacional;ADJ;O
 ;,;PUNCT;O
 ;según;ADP;O
 ;un;DET;O
 ;comunicado;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;institución;NOUN;O
 ;provincial;ADJ;O
 ;.;PUNCT;O
Sentence: 188;La;DET;O
 ;directora;NOUN;O
 ;de;ADP;O
 ;Relaciones;PROPN;B-ORG
 ;Internacionales;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Agencia;PROPN;I-ORG
 ;Efe;PROPN;I-ORG
 ;,;PUNCT;O
 ;Rosario;PROPN;B-PER
 ;Pons;PROPN;I-PER
 ;,;PUNCT;O
 ;el;DET;O
 ;director;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Fundación;PROPN;B-ORG
 ;Efe;PROPN;I-ORG
 ;,;PUNCT;O
 ;Antonio;PROPN;B-PER
 ;Miguel;PROPN;I-PER
 ;Sánchez;PROPN;I-PER
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;el;DET;O
 ;delegado;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;agencia;NOUN;O
 ;en;ADP;O
 ;Córdoba;PROPN;B-LOC
 ;,;PUNCT;O
 ;Alvaro;PROPN;B-PER
 ;Vega;PROPN;I-PER
 ;,;PUNCT;O
 ;han;AUX;O
 ;explicado;VERB;O
 ;al;ADP;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Diputación;PROPN;B-ORG
 ;las;DET;O
 ;actividades;NOUN;O
 ;que;PRON;O
 ;realizarán;VERB;O
 ;los;DET;O
 ;representantes;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;17;NUM;O
 ;agencias;NOUN;O
 ;de;ADP;O
 ;noticias;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;cuenca;NOUN;O
 ;mediterránea;ADJ;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;una;DET;O
 ;asamblea;NOUN;O
 ;cuya;PRON;O
 ;ceremonia;NOUN;O
 ;de;ADP;O
 ;apertura;NOUN;O
 ;tendrá;VERB;O
 ;lugar;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;Palacio;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;La;DET;I-LOC
 ;Merced;PROPN;I-LOC
 ;el;DET;O
 ;13;NUM;O
 ;de;ADP;O
 ;junio;NOUN;O
 ;próximo;ADJ;O
 ;.;PUNCT;O
Sentence: 189;La;DET;O
 ;elección;NOUN;O
 ;de;ADP;O
 ;Córdoba;PROPN;B-LOC
 ;como;SCONJ;O
 ;sede;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;asamblea;NOUN;O
 ;se;PRON;O
 ;debe;VERB;O
 ;al;ADP;O
 ;hecho;NOUN;O
 ;de;ADP;O
 ;que;SCONJ;O
 ;el;DET;O
 ;Palacio;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;Orive;PROPN;I-LOC
 ;será;AUX;O
 ;la;DET;O
 ;sede;NOUN;O
 ;del;ADP;O
 ;Instituto;PROPN;B-ORG
 ;Hispano-árabe;PROPN;I-ORG
 ;para;ADP;I-ORG
 ;la;DET;I-ORG
 ;Comunicación;PROPN;I-ORG
 ;,;PUNCT;O
 ;dependiente;ADJ;O
 ;de;ADP;O
 ;la;DET;O
 ;Fundación;PROPN;B-ORG
 ;Efe;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 190;Asistirán;VERB;O
 ;a;ADP;O
 ;la;DET;O
 ;asamblea;NOUN;O
 ;general;ADJ;O
 ;en;ADP;O
 ;Córdoba;PROPN;B-LOC
 ;representantes;ADJ;O
 ;de;ADP;O
 ;diecisiete;NUM;O
 ;agencias;NOUN;O
 ;informativas;ADJ;O
 ;de;ADP;O
 ;España;PROPN;B-LOC
 ;,;PUNCT;O
 ;Francia;PROPN;B-LOC
 ;,;PUNCT;O
 ;Italia;PROPN;B-LOC
 ;,;PUNCT;O
 ;Grecia;PROPN;B-LOC
 ;,;PUNCT;O
 ;Turquía;PROPN;B-LOC
 ;,;PUNCT;O
 ;Libia;PROPN;B-LOC
 ;,;PUNCT;O
 ;Chipre;PROPN;B-LOC
 ;,;PUNCT;O
 ;Albania;PROPN;B-LOC
 ;,;PUNCT;O
 ;Marruecos;PROPN;B-LOC
 ;,;PUNCT;O
 ;Túnez;PROPN;B-LOC
 ;,;PUNCT;O
 ;Argelia;PROPN;B-LOC
 ;,;PUNCT;O
 ;la;DET;O
 ;Autoridad;PROPN;B-LOC
 ;Palestina;PROPN;I-LOC
 ;,;PUNCT;O
 ;Líbano;PROPN;B-LOC
 ;,;PUNCT;O
 ;Siria;PROPN;B-LOC
 ;y;CCONJ;O
 ;Egipto;PROPN;B-LOC
 ;,;PUNCT;O
 ;además;ADV;O
 ;de;ADP;O
 ;Portugal;PROPN;B-LOC
 ;y;CCONJ;O
 ;Mauritania;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 191;La;DET;O
 ;alianza;NOUN;O
 ;se;PRON;O
 ;constituyó;VERB;O
 ;en;ADP;O
 ;Túnez;PROPN;B-LOC
 ;en;ADP;O
 ;1992;NOUN;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;lo;PRON;O
 ;que;PRON;O
 ;se;PRON;O
 ;denominó;VERB;O
 ;el;DET;O
 ;Espíritu;PROPN;B-MISC
 ;de;ADP;I-MISC
 ;Túnez;PROPN;I-MISC
 ;,;PUNCT;O
 ;que;PRON;O
 ;pretende;VERB;O
 ;un;DET;O
 ;acercamiento;NOUN;O
 ;entre;ADP;O
 ;los;DET;O
 ;países;NOUN;O
 ;que;PRON;O
 ;comparten;VERB;O
 ;aguas;NOUN;O
 ;mediterráneas;ADJ;O
 ;y;CCONJ;O
 ;el;DET;O
 ;fortalecimiento;NOUN;O
 ;de;ADP;O
 ;sus;DET;O
 ;lazos;NOUN;O
 ;culturales;ADJ;O
 ;.;PUNCT;O
Sentence: 192;Santiago;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;Chile;PROPN;I-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFECOM;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 193;-;PUNCT;O
 ;La;DET;O
 ;empresa;NOUN;O
 ;argentina;ADJ;O
 ;Musimundo;PROPN;B-ORG
 ;,;PUNCT;O
 ;que;PRON;O
 ;desde;ADP;O
 ;el;DET;O
 ;año;NOUN;O
 ;pasado;ADJ;O
 ;opera;VERB;O
 ;en;ADP;O
 ;Chile;PROPN;B-LOC
 ;en;ADP;O
 ;el;DET;O
 ;negocio;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;música;NOUN;O
 ;y;CCONJ;O
 ;la;DET;O
 ;electrónica;ADJ;O
 ;,;PUNCT;O
 ;destinará;VERB;O
 ;este;DET;O
 ;año;NOUN;O
 ;15;NUM;O
 ;millones;NOUN;O
 ;de;ADP;O
 ;dólares;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;apertura;NOUN;O
 ;de;ADP;O
 ;trece;NUM;O
 ;nuevos;ADJ;O
 ;locales;NOUN;O
 ;,;PUNCT;O
 ;informaron;VERB;O
 ;hoy;ADV;O
 ;fuentes;NOUN;O
 ;del;ADP;O
 ;sector;NOUN;O
 ;.;PUNCT;O
Sentence: 194;Las;DET;O
 ;nuevas;ADJ;O
 ;tiendas;NOUN;O
 ;permitirán;VERB;O
 ;a;ADP;O
 ;Musimundo;PROPN;B-ORG
 ;aumentar;VERB;O
 ;su;DET;O
 ;cobertura;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;país;NOUN;O
 ;a;ADP;O
 ;un;DET;O
 ;total;NOUN;O
 ;de;ADP;O
 ;21;NUM;O
 ;establecimientos;NOUN;O
 ;,;PUNCT;O
 ;lo;PRON;O
 ;que;PRON;O
 ;le;PRON;O
 ;permitirá;VERB;O
 ;,;PUNCT;O
 ;además;ADV;O
 ;,;PUNCT;O
 ;incrementar;VERB;O
 ;su;DET;O
 ;participación;NOUN;O
 ;de;ADP;O
 ;mercado;NOUN;O
 ;desde;NOUN;O
 ;al;ADP;O
 ;8;NUM;O
 ;al;ADP;O
 ;20;NUM;O
 ;por;ADP;O
 ;ciento;NUM;O
 ;.;PUNCT;O
Sentence: 195;Dicha;ADJ;O
 ;expansión;NOUN;O
 ;,;PUNCT;O
 ;que;PRON;O
 ;se;PRON;O
 ;traducirá;VERB;O
 ;en;ADP;O
 ;la;DET;O
 ;construcción;NOUN;O
 ;de;ADP;O
 ;cinco;NUM;O
 ;locales;NOUN;O
 ;en;ADP;O
 ;provincias;NOUN;O
 ;y;CCONJ;O
 ;el;DET;O
 ;resto;NOUN;O
 ;en;ADP;O
 ;Santiago;PROPN;B-LOC
 ;,;PUNCT;O
 ;nos;PRON;O
 ;permitirá;VERB;O
 ;vender;VERB;O
 ;este;DET;O
 ;año;NOUN;O
 ;entre;ADP;O
 ;25;NUM;O
 ;y;PUNCT;O
 ;30;NUM;O
 ;millones;NOUN;O
 ;de;ADP;O
 ;dólares;NOUN;O
 ;,;PUNCT;O
 ;precisó;VERB;O
 ;Paul;PROPN;B-PER
 ;Bulacia;PROPN;I-PER
 ;,;PUNCT;O
 ;gerente;NOUN;O
 ;general;ADJ;O
 ;de;ADP;O
 ;Musimundo;PROPN;B-ORG
 ;.;PUNCT;O
Sentence: 197;La;DET;O
 ;otra;DET;O
 ;empresa;NOUN;O
 ;del;ADP;O
 ;sector;NOUN;O
 ;que;PRON;O
 ;opera;VERB;O
 ;en;ADP;O
 ;Chile;PROPN;B-LOC
 ;es;AUX;O
 ;Feria;PROPN;B-ORG
 ;del;ADP;I-ORG
 ;Disco;PROPN;I-ORG
 ;,;PUNCT;O
 ;que;PRON;O
 ;posee;VERB;O
 ;cerca;ADV;O
 ;de;ADP;O
 ;50;NUM;O
 ;locales;NOUN;O
 ;,;PUNCT;O
 ;cuya;PRON;O
 ;participación;NOUN;O
 ;alcanza;VERB;O
 ;al;ADP;O
 ;70;NUM;O
 ;por;ADP;O
 ;ciento;NUM;O
 ;del;ADP;O
 ;mercado;NOUN;O
 ;local;ADJ;O
 ;y;CCONJ;O
 ;en;ADP;O
 ;el;DET;O
 ;que;PRON;O
 ;también;ADV;O
 ;posee;VERB;O
 ;un;DET;O
 ;canal;NOUN;O
 ;de;ADP;O
 ;televisión;NOUN;O
 ;.;PUNCT;O
Sentence: 198;Buenos;PROPN;B-LOC
 ;Aires;PROPN;I-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 199;-;PUNCT;O
 ;La;DET;O
 ;juez;NOUN;O
 ;argentina;ADJ;O
 ;María;PROPN;B-PER
 ;Servini;PROPN;I-PER
 ;de;ADP;I-PER
 ;Cubría;PROPN;I-PER
 ;dijo;VERB;O
 ;hoy;ADV;O
 ;que;SCONJ;O
 ;las;DET;O
 ;amenazas;NOUN;O
 ;que;PRON;O
 ;ha;AUX;O
 ;recibido;VERB;O
 ;en;ADP;O
 ;los;DET;O
 ;últimos;ADJ;O
 ;días;NOUN;O
 ;no;ADV;O
 ;afectan;VERB;O
 ;la;DET;O
 ;investigación;NOUN;O
 ;sobre;ADP;O
 ;el;DET;O
 ;robo;NOUN;O
 ;de;ADP;O
 ;hijos;NOUN;O
 ;de;ADP;O
 ;desaparecidos;ADJ;O
 ;durante;ADP;O
 ;la;DET;O
 ;última;ADJ;O
 ;dictadura;NOUN;O
 ;militar;ADJ;O
 ;.;PUNCT;O
Sentence: 200;La;DET;O
 ;juez;NOUN;O
 ;federal;ADJ;O
 ;y;CCONJ;O
 ;el;DET;O
 ;secretario;NOUN;O
 ;Ricardo;PROPN;B-PER
 ;Parodi;PROPN;I-PER
 ;,;PUNCT;O
 ;que;PRON;O
 ;recientemente;ADV;O
 ;fueron;AUX;O
 ;amenazados;VERB;O
 ;de;ADP;O
 ;muerte;NOUN;O
 ;,;PUNCT;O
 ;recibieron;VERB;O
 ;hoy;ADV;O
 ;el;DET;O
 ;firme;ADJ;O
 ;respaldo;NOUN;O
 ;de;ADP;O
 ;los;DET;O
 ;legisladores;NOUN;O
 ;que;PRON;O
 ;integran;VERB;O
 ;la;DET;O
 ;Comisión;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Derechos;PROPN;I-ORG
 ;Humanos;PROPN;I-ORG
 ;y;CCONJ;O
 ;Garantías;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Cámara;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Diputados;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 201;Tras;ADP;O
 ;agradecer;VERB;O
 ;las;DET;O
 ;muestras;NOUN;O
 ;de;ADP;O
 ;solidaridad;NOUN;O
 ;del;ADP;O
 ;Parlamento;PROPN;B-ORG
 ;en;ADP;O
 ;una;DET;O
 ;reunión;NOUN;O
 ;con;ADP;O
 ;los;DET;O
 ;legisladores;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Comisión;PROPN;B-ORG
 ;,;PUNCT;O
 ;la;DET;O
 ;juez;NOUN;O
 ;dijo;VERB;O
 ;que;SCONJ;O
 ;las;DET;O
 ;intimidaciones;NOUN;O
 ;no;ADV;O
 ;afectan;VERB;O
 ;ni;CCONJ;O
 ;afectarán;VERB;O
 ;la;DET;O
 ;investigación;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;causas;NOUN;O
 ;judiciales;ADJ;O
 ;por;ADP;O
 ;apropiación;NOUN;O
 ;de;ADP;O
 ;menores;ADJ;O
 ;durante;ADP;O
 ;el;DET;O
 ;régimen;NOUN;O
 ;militar;ADJ;O
 ;que;PRON;O
 ;gobernó;VERB;O
 ;Argentina;PROPN;B-LOC
 ;entre;ADP;O
 ;1976;NOUN;O
 ;y;PUNCT;O
;1983;NOUN;O
 ;.;PUNCT;O
Sentence: 203;Nosotros;PRON;O
 ;podemos;AUX;O
 ;presumir;VERB;O
 ;de;ADP;O
 ;dónde;PRON;O
 ;vienen;VERB;O
 ;las;DET;O
 ;amenazas;NOUN;O
 ;,;PUNCT;O
 ;pero;CCONJ;O
 ;hay;AUX;O
 ;que;SCONJ;O
 ;dejar;VERB;O
 ;que;SCONJ;O
 ;la;DET;O
 ;Justicia;PROPN;B-MISC
 ;investigue;VERB;O
 ;,;PUNCT;O
 ;subrayó;VERB;O
 ;Servini;PROPN;B-PER
 ;de;ADP;I-PER
 ;Cubría;PROPN;I-PER
 ;ante;ADP;O
 ;los;DET;O
 ;legisladores;NOUN;O
 ;.;PUNCT;O
Sentence: 204;El;DET;O
 ;pasado;NOUN;O
 ;.;PUNCT;O
Sentence: 205;de;ADP;O
 ;mayo;NOUN;O
 ;,;PUNCT;O
 ;unos;DET;O
 ;desconocidos;ADJ;O
 ;entraron;VERB;O
 ;en;ADP;O
 ;el;DET;O
 ;apartamento;NOUN;O
 ;de;ADP;O
 ;Parodi;PROPN;B-PER
 ;cuando;SCONJ;O
 ;la;DET;O
 ;vivienda;NOUN;O
 ;estaba;AUX;O
 ;vacía;ADJ;O
 ;,;PUNCT;O
 ;robaron;VERB;O
 ;el;DET;O
 ;disco;NOUN;O
 ;duro;ADJ;O
 ;de;ADP;O
 ;su;DET;O
 ;ordenador;NOUN;O
 ;y;CCONJ;O
 ;varios;DET;O
 ;archivos;NOUN;O
 ;grabados;ADJ;O
 ;en;ADP;O
 ;disquetes;NOUN;O
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;dejaron;VERB;O
 ;mensajes;NOUN;O
 ;amenazantes;ADJ;O
 ;clavados;ADJ;O
 ;con;ADP;O
 ;un;DET;O
 ;cuchillo;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;puerta;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;armario;NOUN;O
 ;.;PUNCT;O
Sentence: 206;Parodi;PROPN;B-PER
 ;consideró;VERB;O
 ;que;SCONJ;O
 ;detrás;ADV;O
 ;de;ADP;O
 ;estas;DET;O
 ;acciones;NOUN;O
 ;hay;AUX;O
 ;mensajes;NOUN;O
 ;mafiosos;ADJ;O
 ;similares;ADJ;O
 ;a;ADP;O
 ;los;DET;O
 ;que;PRON;O
 ;dejaban;VERB;O
 ;los;DET;O
 ;llamados;ADJ;O
 ;grupos;NOUN;I-MISC
 ;de;ADP;I-MISC
 ;tareas;NOUN;I-MISC
 ;de;ADP;O
 ;la;DET;O
 ;represión;NOUN;O
 ;durante;ADP;O
 ;los;DET;O
 ;años;NOUN;O
 ;70;NUM;O
 ;.;PUNCT;O
Sentence: 207;Cuatro;NUM;O
 ;días;NOUN;O
 ;después;ADV;O
 ;,;PUNCT;O
 ;los;DET;O
 ;empleados;NOUN;O
 ;del;ADP;O
 ;tribunal;NOUN;O
 ;informaron;VERB;O
 ;a;ADP;O
 ;Servini;PROPN;B-PER
 ;de;ADP;I-PER
 ;Cubría;PROPN;I-PER
 ;sobre;ADP;O
 ;una;DET;O
 ;llamada;ADJ;O
 ;telefónica;NOUN;O
 ;anónima;ADJ;O
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;se;PRON;O
 ;advirtió;VERB;O
 ;:;PUNCT;O
 ;Ahora;ADV;O
 ;vamos;AUX;O
 ;a;ADP;O
 ;seguir;VERB;O
 ;con;ADP;O
 ;la;DET;O
 ;juez;NOUN;O
 ;.;PUNCT;O
Sentence: 208;La;DET;O
 ;magistrada;NOUN;O
 ;relacionó;VERB;O
 ;las;DET;O
